gateway_id,device_id,device_name,device_type,site,building,floor,installation_area,target_area,panel,point_type,point_specification,point_id,point_name,writable,interval,unit,max_pres_value,min_pres_value,labels,scale,tags,supplier,owner,description,local_id,device_id_bacnet,instance_no_bacnet,object_type_bacnet
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0230,Point 230,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 230,LOCAL0230,BAC-L,1230,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0231,Point 231,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 231,LOCAL0231,BAC-L,1231,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0232,Point 232,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 232,LOCAL0232,BAC-L,1232,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0233,Point 233,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 233,LOCAL0233,BAC-L,1233,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0234,Point 234,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 234,LOCAL0234,BAC-L,1234,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0235,Point 235,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 235,LOCAL0235,BAC-L,1235,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0236,Point 236,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 236,LOCAL0236,BAC-L,1236,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0237,Point 237,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 237,LOCAL0237,BAC-L,1237,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0238,Point 238,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 238,LOCAL0238,BAC-L,1238,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0239,Point 239,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 239,LOCAL0239,BAC-L,1239,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0240,Point 240,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 240,LOCAL0240,BAC-L,1240,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0241,Point 241,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 241,LOCAL0241,BAC-L,1241,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0242,Point 242,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 242,LOCAL0242,BAC-L,1242,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0243,Point 243,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 243,LOCAL0243,BAC-L,1243,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0244,Point 244,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 244,LOCAL0244,BAC-L,1244,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0245,Point 245,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 245,LOCAL0245,BAC-L,1245,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0246,Point 246,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 246,LOCAL0246,BAC-L,1246,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0247,Point 247,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 247,LOCAL0247,BAC-L,1247,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0248,Point 248,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 248,LOCAL0248,BAC-L,1248,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0249,Point 249,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 249,LOCAL0249,BAC-L,1249,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0250,Point 250,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 250,LOCAL0250,BAC-L,1250,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0251,Point 251,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 251,LOCAL0251,BAC-L,1251,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0252,Point 252,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 252,LOCAL0252,BAC-L,1252,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0253,Point 253,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 253,LOCAL0253,BAC-L,1253,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0254,Point 254,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 254,LOCAL0254,BAC-L,1254,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0255,Point 255,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 255,LOCAL0255,BAC-L,1255,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0256,Point 256,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 256,LOCAL0256,BAC-L,1256,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0257,Point 257,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 257,LOCAL0257,BAC-L,1257,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0258,Point 258,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 258,LOCAL0258,BAC-L,1258,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0259,Point 259,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 259,LOCAL0259,BAC-L,1259,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0260,Point 260,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 260,LOCAL0260,BAC-L,1260,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0261,Point 261,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 261,LOCAL0261,BAC-L,1261,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0262,Point 262,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 262,LOCAL0262,BAC-L,1262,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0263,Point 263,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 263,LOCAL0263,BAC-L,1263,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0264,Point 264,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 264,LOCAL0264,BAC-L,1264,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0265,Point 265,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 265,LOCAL0265,BAC-L,1265,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0266,Point 266,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 266,LOCAL0266,BAC-L,1266,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0267,Point 267,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 267,LOCAL0267,BAC-L,1267,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0268,Point 268,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 268,LOCAL0268,BAC-L,1268,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0269,Point 269,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 269,LOCAL0269,BAC-L,1269,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0270,Point 270,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 270,LOCAL0270,BAC-L,1270,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0271,Point 271,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 271,LOCAL0271,BAC-L,1271,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0272,Point 272,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 272,LOCAL0272,BAC-L,1272,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0273,Point 273,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 273,LOCAL0273,BAC-L,1273,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0274,Point 274,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 274,LOCAL0274,BAC-L,1274,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0275,Point 275,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 275,LOCAL0275,BAC-L,1275,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0276,Point 276,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 276,LOCAL0276,BAC-L,1276,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0277,Point 277,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 277,LOCAL0277,BAC-L,1277,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0278,Point 278,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 278,LOCAL0278,BAC-L,1278,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0279,Point 279,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 279,LOCAL0279,BAC-L,1279,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0280,Point 280,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 280,LOCAL0280,BAC-L,1280,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0281,Point 281,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 281,LOCAL0281,BAC-L,1281,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0282,Point 282,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 282,LOCAL0282,BAC-L,1282,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0283,Point 283,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 283,LOCAL0283,BAC-L,1283,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0284,Point 284,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 284,LOCAL0284,BAC-L,1284,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0285,Point 285,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 285,LOCAL0285,BAC-L,1285,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0286,Point 286,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 286,LOCAL0286,BAC-L,1286,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0287,Point 287,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 287,LOCAL0287,BAC-L,1287,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0288,Point 288,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 288,LOCAL0288,BAC-L,1288,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0289,Point 289,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 289,LOCAL0289,BAC-L,1289,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0290,Point 290,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 290,LOCAL0290,BAC-L,1290,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0291,Point 291,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 291,LOCAL0291,BAC-L,1291,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0292,Point 292,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 292,LOCAL0292,BAC-L,1292,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0293,Point 293,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 293,LOCAL0293,BAC-L,1293,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0294,Point 294,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 294,LOCAL0294,BAC-L,1294,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0295,Point 295,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 295,LOCAL0295,BAC-L,1295,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0296,Point 296,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 296,LOCAL0296,BAC-L,1296,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0297,Point 297,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 297,LOCAL0297,BAC-L,1297,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0298,Point 298,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 298,LOCAL0298,BAC-L,1298,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0299,Point 299,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 299,LOCAL0299,BAC-L,1299,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0300,Point 300,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 300,LOCAL0300,BAC-L,1300,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0301,Point 301,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 301,LOCAL0301,BAC-L,1301,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0302,Point 302,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 302,LOCAL0302,BAC-L,1302,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0303,Point 303,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 303,LOCAL0303,BAC-L,1303,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0304,Point 304,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 304,LOCAL0304,BAC-L,1304,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0305,Point 305,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 305,LOCAL0305,BAC-L,1305,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0306,Point 306,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 306,LOCAL0306,BAC-L,1306,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0307,Point 307,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 307,LOCAL0307,BAC-L,1307,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0308,Point 308,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 308,LOCAL0308,BAC-L,1308,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0309,Point 309,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 309,LOCAL0309,BAC-L,1309,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0310,Point 310,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 310,LOCAL0310,BAC-L,1310,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0311,Point 311,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 311,LOCAL0311,BAC-L,1311,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0312,Point 312,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 312,LOCAL0312,BAC-L,1312,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0313,Point 313,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 313,LOCAL0313,BAC-L,1313,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0314,Point 314,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 314,LOCAL0314,BAC-L,1314,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0315,Point 315,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 315,LOCAL0315,BAC-L,1315,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0316,Point 316,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 316,LOCAL0316,BAC-L,1316,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0317,Point 317,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 317,LOCAL0317,BAC-L,1317,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0318,Point 318,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 318,LOCAL0318,BAC-L,1318,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0319,Point 319,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 319,LOCAL0319,BAC-L,1319,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0320,Point 320,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 320,LOCAL0320,BAC-L,1320,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0321,Point 321,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 321,LOCAL0321,BAC-L,1321,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0322,Point 322,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 322,LOCAL0322,BAC-L,1322,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0323,Point 323,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 323,LOCAL0323,BAC-L,1323,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0324,Point 324,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 324,LOCAL0324,BAC-L,1324,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0325,Point 325,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 325,LOCAL0325,BAC-L,1325,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0326,Point 326,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 326,LOCAL0326,BAC-L,1326,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0327,Point 327,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 327,LOCAL0327,BAC-L,1327,Analog-Input
GW-L,DEV-L,Large Sensor,Sensor,LargeSite,LargeBldg,1F,RoomL,RoomL,,Temperature,Measurement,PT0328,Point 328,false,60,C,50,-10,,1.0,temperature&&rooml,VendorL,OwnerL,Large fixture point 328,LOCAL0328,BAC-L,1328,Analog-Input
